WallclockTimeX	ReqMemX	PartitionX	SubmitDatetimeX	StateX	UIDX	UserX	PartitionTypeX	TotalCPUtime2useX	TotalGPUtime2useX	CPUhoursChargedX	GPUhoursChargedX	NeededMemX	memOverallocationFactorX
0 days 04:29:00	102.0	ash	2023-05-13	1	44444	uid_4	CPU	2 days 19:21:00	0 days	67.35	0.0	81.42018872657623	1.2527605449618215
0 days 07:44:00	81.0	ash	2023-05-28	1	44444	uid_4	CPU	2 days 03:52:00	0 days	51.86666666666667	0.0	38.781880676248335	2.0886042292840075
0 days 09:15:00	124.0	ash	2023-06-20	1	44444	uid_4	CPU	3 days 05:39:00	0 days	77.65	0.0	53.052000432826084	2.3373293935825767
0 days 05:27:00	25.0	ash	2023-05-19	1	44444	uid_4	CPU	1 days 20:15:00	0 days	44.25	0.0	3.2183722547190126	7.767901914809007
0 days 09:27:00	96.0	ash	2023-05-10	1	44444	uid_4	CPU	2 days 21:37:00	0 days	69.61666666666666	0.0	68.49269782269504	1.4016092671442477
0 days 07:57:00	97.0	ash	2023-05-08	1	44444	uid_4	CPU	1 days 17:38:00	0 days	41.63333333333333	0.0	8.095377922916272	11.98214597559601
0 days 10:57:00	57.0	ash	2023-05-25	1	44444	uid_4	CPU	1 days 11:03:00	0 days	35.05	0.0	46.47483827715271	1.22647010969851
0 days 04:17:00	4.0	ash	2023-05-11	1	44444	uid_4	CPU	0 days 20:08:00	0 days	20.133333333333333	0.0	3.324351596063115	1.2032421614900861
0 days 02:48:00	63.0	ash	2023-06-12	1	44444	uid_4	CPU	0 days 16:35:00	0 days	16.583333333333332	0.0	48.86514708226754	1.2892624654119131
0 days 09:58:00	124.0	ash	2023-05-04	1	44444	uid_4	CPU	0 days 17:55:00	0 days	17.916666666666668	0.0	1.5239159141345575	81.36931890393734
0 days 09:21:00	50.0	ash	2023-06-12	1	44444	uid_4	CPU	1 days 04:03:00	0 days	28.05	0.0	21.426072528650298	2.333605467504206
0 days 07:00:00	112.0	ash	2023-06-29	1	44444	uid_4	CPU	2 days 21:11:00	0 days	69.18333333333334	0.0	102.87135868373653	1.088738414978344
0 days 06:01:00	48.0	ash	2023-05-06	1	44444	uid_4	CPU	1 days 22:40:00	0 days	46.666666666666664	0.0	35.19884620137044	1.36368106287902
0 days 08:09:00	92.0	ash	2023-05-09	1	44444	uid_4	CPU	3 days 03:51:00	0 days	75.85	0.0	61.14245857366211	1.5046827057037933
0 days 01:15:00	48.0	ash	2023-06-08	1	44444	uid_4	CPU	0 days 11:28:00	0 days	11.466666666666667	0.0	14.589482525664682	3.290041296225698
0 days 07:05:00	13.0	ash	2023-05-05	1	55555	uid_5	CPU	3 days 08:41:00	0 days	80.68333333333334	0.0	0.7063540034361852	18.404369390927467
0 days 07:46:00	97.0	ash	2023-06-18	1	55555	uid_5	CPU	1 days 09:11:00	0 days	33.18333333333333	0.0	33.34358541189173	2.9091052687275107
0 days 05:33:00	70.0	ash	2023-06-09	1	55555	uid_5	CPU	2 days 19:01:00	0 days	67.01666666666667	0.0	42.90277085746861	1.631596248935848
0 days 05:09:00	97.0	ash	2023-06-20	1	55555	uid_5	CPU	2 days 02:40:00	0 days	50.666666666666664	0.0	0.868068175716343	111.74237544182994
0 days 11:40:00	53.0	ash	2023-05-12	1	55555	uid_5	CPU	0 days 16:56:00	0 days	16.933333333333334	0.0	13.05081163103265	4.061050109249516
0 days 11:17:00	54.0	ash	2023-06-21	1	55555	uid_5	CPU	2 days 01:30:00	0 days	49.5	0.0	7.136551256881336	7.566680047022872
0 days 04:23:00	28.0	ash	2023-05-31	1	55555	uid_5	CPU	0 days 05:51:00	0 days	5.85	0.0	14.351409069286053	1.9510279349449922
0 days 09:41:00	45.0	ash	2023-06-11	1	55555	uid_5	CPU	1 days 20:03:00	0 days	44.05	0.0	38.00083160990314	1.18418461106185
0 days 08:42:00	60.0	ash	2023-05-14	1	55555	uid_5	CPU	3 days 09:34:00	0 days	81.56666666666666	0.0	47.29747083724257	1.2685667740346764
0 days 08:31:00	123.0	ash	2023-06-16	1	55555	uid_5	CPU	3 days 02:02:00	0 days	74.03333333333333	0.0	83.30409016951799	1.4765181367409885
0 days 05:56:00	99.0	ash	2023-06-04	1	55555	uid_5	CPU	3 days 11:03:00	0 days	83.05	0.0	16.48535541094093	6.005330035790196
0 days 02:11:00	5.0	ash	2023-05-28	1	55555	uid_5	CPU	2 days 18:12:00	0 days	66.2	0.0	4.986110398043374	1.0027856587295132
0 days 08:18:00	41.0	ash	2023-05-18	1	55555	uid_5	CPU	3 days 10:20:00	0 days	82.33333333333333	0.0	8.763035430211062	4.678744063803528
0 days 05:33:00	14.0	ash	2023-06-05	1	55555	uid_5	CPU	0 days 01:02:00	0 days	1.0333333333333334	0.0	3.8843762511601607	3.60418226628241
0 days 11:16:00	10.0	ash	2023-06-25	1	55555	uid_5	CPU	2 days 05:50:00	0 days	53.833333333333336	0.0	7.43904214428516	1.3442590868613675
0 days 05:39:00	63.0	ash	2023-05-12	1	55555	uid_5	CPU	1 days 15:34:00	0 days	39.56666666666667	0.0	57.97466082429266	1.0866816485729505
0 days 11:16:00	59.0	ash	2023-05-05	1	55555	uid_5	CPU	0 days 13:45:00	0 days	13.75	0.0	39.275039465069646	1.5022263708346697
0 days 03:42:00	68.0	ash	2023-06-20	1	55555	uid_5	CPU	0 days 03:38:00	0 days	3.6333333333333333	0.0	18.849473719136224	3.6075277757471573
0 days 03:21:00	78.0	ash	2023-05-17	1	55555	uid_5	CPU	3 days 04:15:00	0 days	76.25	0.0	76.37344513130114	1.021297387670577
0 days 08:03:00	96.0	ash	2023-05-04	0	55555	uid_5	CPU	2 days 23:38:00	0 days	71.63333333333334	0.0	87.635755995462	1.095443280080463
0 days 01:54:00	41.0	ash	2023-06-14	1	55555	uid_5	CPU	0 days 19:57:00	0 days	19.95	0.0	39.46438921887875	1.0389113023542413
0 days 01:10:00	26.0	ash	2023-05-13	0	55555	uid_5	CPU	2 days 13:01:00	0 days	61.016666666666666	0.0	10.946618242118493	2.37516276030909
0 days 02:30:00	126.0	ash	2023-05-28	1	55555	uid_5	CPU	0 days 08:29:00	0 days	8.483333333333333	0.0	16.21796735877326	7.76916103064168
0 days 02:11:00	62.0	ash	2023-06-20	1	55555	uid_5	CPU	1 days 15:35:00	0 days	39.583333333333336	0.0	13.150208360691053	4.714754192437895
0 days 01:55:00	78.0	ash	2023-06-18	1	55555	uid_5	CPU	0 days 03:06:00	0 days	3.1	0.0	22.128400072450283	3.524882040482877
0 days 03:35:00	103.0	ash	2023-06-22	1	55555	uid_5	CPU	3 days 08:17:00	0 days	80.28333333333333	0.0	6.995068498966004	14.72465923889455
0 days 04:37:00	62.0	ash	2023-05-21	0	55555	uid_5	CPU	0 days 17:04:00	0 days	17.066666666666666	0.0	25.740802990419223	2.4086272686627734
0 days 08:44:00	95.0	ash	2023-05-11	1	55555	uid_5	CPU	1 days 02:22:00	0 days	26.366666666666667	0.0	10.456270197904491	9.085457644260059
0 days 05:40:00	112.0	ash	2023-06-18	1	55555	uid_5	CPU	2 days 17:38:00	0 days	65.63333333333334	0.0	41.51917195546373	2.6975489809897644
0 days 10:14:00	124.0	ash	2023-06-03	1	55555	uid_5	CPU	2 days 22:19:00	0 days	70.31666666666666	0.0	90.3182750395441	1.3729225889855514
0 days 09:35:00	46.0	ash	2023-05-08	1	55555	uid_5	CPU	1 days 15:06:00	0 days	39.1	0.0	12.484114792034674	3.684682555894928
0 days 10:31:00	39.0	ash	2023-05-16	0	55555	uid_5	CPU	2 days 03:31:00	0 days	51.516666666666666	0.0	35.20766148150713	1.1077134452819253
0 days 07:02:00	71.0	ash	2023-06-20	1	55555	uid_5	CPU	2 days 19:01:00	0 days	67.01666666666667	0.0	45.77524891412657	1.5510565575119983
0 days 06:16:00	122.0	ash	2023-06-27	1	55555	uid_5	CPU	1 days 06:38:00	0 days	30.633333333333333	0.0	54.49228706902491	2.2388489557331965
0 days 08:35:00	13.0	ash	2023-06-08	0	55555	uid_5	CPU	3 days 00:10:00	0 days	72.16666666666667	0.0	7.870626295434047	1.6517109963080874
0 days 03:22:00	66.0	ash	2023-05-17	1	55555	uid_5	CPU	0 days 23:33:00	0 days	23.55	0.0	13.669191798668365	4.828376174107794
0 days 01:53:00	34.0	ash	2023-06-17	1	55555	uid_5	CPU	3 days 07:13:00	0 days	79.21666666666667	0.0	18.230350967072447	1.8650216916509508
0 days 11:38:00	98.0	ash	2023-05-10	1	55555	uid_5	CPU	0 days 04:58:00	0 days	4.966666666666667	0.0	34.15003225896517	2.869689822160351
0 days 02:26:00	10.0	ash	2023-06-10	1	55555	uid_5	CPU	2 days 04:11:00	0 days	52.18333333333333	0.0	4.7613930955427675	2.1002256691137715
0 days 11:05:00	32.0	ash	2023-05-12	1	55555	uid_5	CPU	1 days 00:44:00	0 days	24.733333333333334	0.0	8.562512652566582	3.7372207549857595
0 days 03:59:00	60.0	ash	2023-06-11	0	55555	uid_5	CPU	3 days 10:23:00	0 days	82.38333333333334	0.0	14.68580847532407	4.085576909219224
0 days 04:53:00	110.0	ash	2023-06-27	1	55555	uid_5	CPU	2 days 04:48:00	0 days	52.8	0.0	31.979326027426236	3.439722272622674
0 days 11:17:00	62.0	ash	2023-06-03	1	55555	uid_5	CPU	0 days 08:16:00	0 days	8.266666666666667	0.0	22.825007919642974	2.7163188822661226
0 days 07:21:00	62.0	ash	2023-05-25	1	55555	uid_5	CPU	0 days 19:25:00	0 days	19.416666666666668	0.0	29.62114746561106	2.0930991978612394
0 days 11:12:00	119.0	ash	2023-06-21	1	55555	uid_5	CPU	2 days 03:06:00	0 days	51.1	0.0	71.65788699972164	1.6606685597701516
0 days 11:07:00	66.0	ash	2023-06-06	1	55555	uid_5	CPU	0 days 23:39:00	0 days	23.65	0.0	50.25790612884981	1.313226218195224
0 days 07:24:00	103.0	ash	2023-06-02	1	55555	uid_5	CPU	1 days 09:02:00	0 days	33.03333333333333	0.0	94.48331718429958	1.0901395407094752
0 days 09:48:00	74.0	ash	2023-06-15	1	55555	uid_5	CPU	2 days 18:12:00	0 days	66.2	0.0	41.075179484621636	1.801574598784292
0 days 02:33:00	105.0	ash	2023-05-21	1	55555	uid_5	CPU	1 days 03:14:00	0 days	27.233333333333334	0.0	18.544792006596307	5.661966980414336
0 days 05:24:00	78.0	ash	2023-06-07	1	55555	uid_5	CPU	2 days 13:51:00	0 days	61.85	0.0	75.91772021849877	1.027428112639687
0 days 02:26:00	48.0	ash	2023-05-22	0	55555	uid_5	CPU	2 days 07:50:00	0 days	55.833333333333336	0.0	28.863608480298957	1.6629937324975397
0 days 05:00:00	9.0	ash	2023-05-02	1	55555	uid_5	CPU	0 days 10:23:00	0 days	10.383333333333333	0.0	0.4655305929381598	19.33277884745921
0 days 05:06:00	104.0	ash	2023-05-23	1	55555	uid_5	CPU	3 days 08:55:00	0 days	80.91666666666667	0.0	41.441024882500166	2.5095904431629394
0 days 10:04:00	62.0	ash	2023-05-07	1	55555	uid_5	CPU	0 days 02:57:00	0 days	2.95	0.0	49.942604130599804	1.2414250534047069
0 days 09:02:00	100.0	ash	2023-05-12	1	55555	uid_5	CPU	0 days 11:56:00	0 days	11.933333333333334	0.0	96.25557711035269	1.0389008408869078
0 days 07:01:00	125.0	ash	2023-05-06	1	55555	uid_5	CPU	1 days 02:44:00	0 days	26.733333333333334	0.0	66.63055707635027	1.8760161326096323
0 days 01:44:00	28.0	ash	2023-06-24	0	55555	uid_5	CPU	3 days 00:32:00	0 days	72.53333333333333	0.0	18.17933592992724	1.5402102754427764
0 days 02:04:00	6.0	ash	2023-05-12	1	55555	uid_5	CPU	0 days 22:44:00	0 days	22.733333333333334	0.0	3.481285776427675	1.7235011387536552
0 days 08:47:00	77.0	ash	2023-05-02	1	55555	uid_5	CPU	0 days 11:02:00	0 days	11.033333333333333	0.0	34.987552787504164	2.2007826745602115
0 days 11:19:00	126.0	ash	2023-06-09	1	55555	uid_5	CPU	1 days 07:56:00	0 days	31.933333333333334	0.0	91.79508643449266	1.3726224887855718
0 days 02:29:00	51.0	ash	2023-06-08	1	55555	uid_5	CPU	1 days 10:51:00	0 days	34.85	0.0	12.388963327655805	4.116567193814596
0 days 03:33:00	4.0	ash	2023-05-04	1	55555	uid_5	CPU	0 days 19:36:00	0 days	19.6	0.0	0.5398029111338998	7.4101119454833535
0 days 10:58:00	99.0	ash	2023-06-07	1	55555	uid_5	CPU	2 days 22:39:00	0 days	70.65	0.0	51.65323247558868	1.9166273871976436
0 days 02:23:00	8.0	ash	2023-06-19	0	55555	uid_5	CPU	1 days 09:51:00	0 days	33.85	0.0	4.840470575193173	1.6527318730123128
0 days 11:26:00	18.0	ash	2023-06-09	1	55555	uid_5	CPU	3 days 09:02:00	0 days	81.03333333333333	0.0	15.203232235620893	1.1839587609420537
0 days 03:03:00	106.0	ash	2023-06-11	1	55555	uid_5	CPU	0 days 06:59:00	0 days	6.983333333333333	0.0	77.59008115164258	1.3661540035360047
0 days 02:05:00	76.0	ash	2023-06-09	1	55555	uid_5	CPU	2 days 21:09:00	0 days	69.15	0.0	22.10093521271744	3.438768507690465
0 days 08:25:00	5.0	ash	2023-06-10	1	55555	uid_5	CPU	0 days 16:21:00	0 days	16.35	0.0	2.5438535914569993	1.965521921855666
0 days 04:41:00	23.0	ash	2023-05-08	1	55555	uid_5	CPU	0 days 20:30:00	0 days	20.5	0.0	19.24104480830689	1.195361282567684
0 days 03:28:00	96.0	ash	2023-05-29	1	55555	uid_5	CPU	0 days 20:25:00	0 days	20.416666666666668	0.0	47.87195704227157	2.0053493930743365
0 days 08:11:00	112.0	ash	2023-05-29	1	55555	uid_5	CPU	3 days 09:34:00	0 days	81.56666666666666	0.0	72.92410347142571	1.5358433586212772
0 days 01:16:00	18.0	ash	2023-05-20	1	55555	uid_5	CPU	1 days 00:46:00	0 days	24.766666666666666	0.0	2.8264619151580934	6.368385826629191
0 days 09:40:00	66.0	ash	2023-05-03	1	55555	uid_5	CPU	0 days 06:51:00	0 days	6.85	0.0	3.5275084660515756	18.710089751783183
0 days 10:51:00	26.0	ash	2023-05-03	1	55555	uid_5	CPU	2 days 06:41:00	0 days	54.68333333333333	0.0	2.3481611602648327	11.072493847512426
0 days 07:22:00	12.0	ash	2023-06-19	1	55555	uid_5	CPU	3 days 04:30:00	0 days	76.5	0.0	10.161037386108628	1.1809817781406313
0 days 09:09:00	26.0	ash	2023-05-02	1	55555	uid_5	CPU	1 days 14:06:00	0 days	38.1	0.0	9.159448874595942	2.8385987362309457
0 days 06:22:00	68.0	ash	2023-05-23	1	55555	uid_5	CPU	1 days 12:23:00	0 days	36.38333333333333	0.0	6.624472205795161	10.264968723170558
0 days 07:46:00	33.0	ash	2023-06-29	1	55555	uid_5	CPU	2 days 21:28:00	0 days	69.46666666666667	0.0	11.572587147519496	2.851566342023471
0 days 02:51:00	22.0	ash	2023-06-08	0	55555	uid_5	CPU	3 days 10:10:00	0 days	82.16666666666667	0.0	14.28194007830935	1.5404069670767229
0 days 04:12:00	123.0	ash	2023-06-23	1	55555	uid_5	CPU	0 days 23:56:00	0 days	23.933333333333334	0.0	114.71367447258837	1.0722348540007034
0 days 10:35:00	126.0	ash	2023-05-07	1	55555	uid_5	CPU	0 days 20:48:00	0 days	20.8	0.0	97.89469327216891	1.2870973470409894
0 days 09:02:00	52.0	ash	2023-05-03	1	55555	uid_5	CPU	3 days 09:20:00	0 days	81.33333333333333	0.0	43.85655808401205	1.1856835618606525
0 days 08:43:00	23.0	ash	2023-05-20	1	55555	uid_5	CPU	2 days 06:09:00	0 days	54.15	0.0	3.486954260287935	6.596014252880041
0 days 11:34:00	6.0	ash	2023-05-22	1	55555	uid_5	CPU	3 days 05:45:00	0 days	77.75	0.0	2.6196610267656757	2.290372662224856
0 days 07:04:00	42.0	ash	2023-06-28	1	55555	uid_5	CPU	0 days 06:35:00	0 days	6.583333333333333	0.0	1.731395057741079	24.257895280581813
0 days 11:06:00	82.0	ash	2023-06-09	1	55555	uid_5	CPU	2 days 20:20:00	0 days	68.33333333333333	0.0	26.384652623386263	3.107867333728646
0 days 01:55:00	64.0	ash	2023-05-12	1	55555	uid_5	CPU	0 days 02:06:00	0 days	2.1	0.0	14.992568971476622	4.268781429103982
0 days 02:11:00	14.0	ash	2023-05-03	0	55555	uid_5	CPU	3 days 03:40:00	0 days	75.66666666666667	0.0	5.42466629766563	2.5808039115741646
0 days 01:18:00	69.0	ash	2023-05-09	1	55555	uid_5	CPU	0 days 16:00:00	0 days	16.0	0.0	62.68230892941068	1.100789061195942
0 days 05:09:00	78.0	ash	2023-05-14	1	55555	uid_5	CPU	2 days 15:05:00	0 days	63.083333333333336	0.0	33.70168517400481	2.314424326180695
0 days 04:02:00	27.0	ash	2023-05-12	1	55555	uid_5	CPU	1 days 14:01:00	0 days	38.016666666666666	0.0	8.204257825105163	3.2909740985198637
0 days 01:28:00	53.0	ash	2023-06-04	1	55555	uid_5	CPU	1 days 21:20:00	0 days	45.333333333333336	0.0	47.864075540366265	1.1073022805026778
0 days 09:13:00	41.0	ash	2023-05-27	1	55555	uid_5	CPU	2 days 02:02:00	0 days	50.03333333333333	0.0	6.12678519283477	6.691927121575797
0 days 08:36:00	45.0	ash	2023-06-25	1	55555	uid_5	CPU	1 days 07:27:00	0 days	31.45	0.0	1.0411853756337437	43.2199693283337
0 days 07:23:00	42.0	ash	2023-06-19	1	55555	uid_5	CPU	3 days 08:06:00	0 days	80.1	0.0	32.674759535350105	1.28539584062007
0 days 03:25:00	119.0	ash	2023-06-12	1	55555	uid_5	CPU	1 days 18:33:00	0 days	42.55	0.0	5.56561551522534	21.38128292808993
0 days 04:33:00	26.0	ash	2023-06-21	1	55555	uid_5	CPU	0 days 19:09:00	0 days	19.15	0.0	12.462446733054257	2.086267693408869
0 days 07:55:00	13.0	ash	2023-05-03	1	55555	uid_5	CPU	1 days 18:00:00	0 days	42.0	0.0	11.519600465672658	1.1285113610266948
0 days 10:43:00	21.0	ash	2023-05-30	1	55555	uid_5	CPU	3 days 09:19:00	0 days	81.31666666666666	0.0	4.924962531232604	4.263991830765093
0 days 02:14:00	111.0	ash	2023-06-04	1	55555	uid_5	CPU	0 days 19:51:00	0 days	19.85	0.0	104.30137431105571	1.0642237528814062
0 days 05:03:00	77.0	ash	2023-05-19	1	55555	uid_5	CPU	3 days 02:44:00	0 days	74.73333333333333	0.0	0.5362341767248845	143.59398065652374
0 days 02:58:00	57.0	ash	2023-05-24	1	55555	uid_5	CPU	0 days 21:15:00	0 days	21.25	0.0	0.45412699780939336	125.51555022043436
0 days 10:24:00	52.0	ash	2023-06-29	0	55555	uid_5	CPU	1 days 13:46:00	0 days	37.766666666666666	0.0	13.056047788781582	3.982828558936575
0 days 01:42:00	84.0	ash	2023-05-29	1	55555	uid_5	CPU	3 days 07:14:00	0 days	79.23333333333333	0.0	52.523379601831174	1.5992877959641314
0 days 02:34:00	13.0	ash	2023-05-16	1	55555	uid_5	CPU	0 days 22:07:00	0 days	22.116666666666667	0.0	8.47732769961229	1.5335021200837327
0 days 09:10:00	110.0	ash	2023-06-23	1	55555	uid_5	CPU	3 days 09:48:00	0 days	81.8	0.0	58.8573308667438	1.8689260688536147
0 days 05:18:00	83.0	ash	2023-06-04	1	55555	uid_5	CPU	2 days 13:31:00	0 days	61.516666666666666	0.0	10.454725593276164	7.938993640672931
0 days 03:37:00	38.0	ash	2023-05-18	0	55555	uid_5	CPU	3 days 01:30:00	0 days	73.5	0.0	16.474697223036564	2.3065674279503368
0 days 02:59:00	17.0	ash	2023-05-18	0	55555	uid_5	CPU	2 days 06:31:00	0 days	54.516666666666666	0.0	10.215123387277966	1.6641991834549936
0 days 05:59:00	42.0	ash	2023-06-05	1	55555	uid_5	CPU	0 days 19:34:00	0 days	19.566666666666666	0.0	5.060479036423314	8.299609522675762
0 days 06:57:00	50.0	ash	2023-05-28	1	55555	uid_5	CPU	1 days 02:46:00	0 days	26.766666666666666	0.0	38.07647925139425	1.3131466191998082
0 days 05:59:00	97.0	ash	2023-06-03	1	55555	uid_5	CPU	1 days 04:21:00	0 days	28.35	0.0	12.715656574837023	7.628390986270659
0 days 04:36:00	57.0	ash	2023-05-07	1	55555	uid_5	CPU	3 days 10:29:00	0 days	82.48333333333333	0.0	11.534014770221326	4.941904543694825
0 days 05:59:00	109.0	ash	2023-06-15	0	55555	uid_5	CPU	0 days 14:51:00	0 days	14.85	0.0	74.11403745407111	1.470706545538663
0 days 05:21:00	14.0	ash	2023-05-21	0	55555	uid_5	CPU	1 days 18:30:00	0 days	42.5	0.0	0.22073132876937374	63.425523137350346
0 days 05:52:00	78.0	ash	2023-06-27	1	55555	uid_5	CPU	0 days 13:59:00	0 days	13.983333333333333	0.0	59.702704453575684	1.3064734791143697
0 days 05:39:00	127.0	ash	2023-05-11	1	55555	uid_5	CPU	0 days 02:02:00	0 days	2.033333333333333	0.0	121.4636903481564	1.0455799559191281
0 days 07:39:00	48.0	ash	2023-06-06	1	55555	uid_5	CPU	1 days 15:36:00	0 days	39.6	0.0	11.72983733314645	4.0921283592194815
0 days 09:27:00	98.0	ash	2023-05-06	0	55555	uid_5	CPU	2 days 13:44:00	0 days	61.733333333333334	0.0	27.20884277535086	3.601770233638181
0 days 05:56:00	122.0	ash	2023-05-19	0	55555	uid_5	CPU	1 days 12:41:00	0 days	36.68333333333333	0.0	10.937212833384692	11.154578580349815
0 days 09:07:00	110.0	ash	2023-05-06	1	55555	uid_5	CPU	1 days 07:04:00	0 days	31.066666666666666	0.0	36.01250837776242	3.054494256443535
0 days 07:58:00	107.0	ash	2023-05-21	1	55555	uid_5	CPU	2 days 18:53:00	0 days	66.88333333333334	0.0	97.13584384715908	1.1015501154070575
0 days 08:44:00	9.0	ash	2023-05-19	0	55555	uid_5	CPU	2 days 01:17:00	0 days	49.28333333333333	0.0	8.813268696257515	1.0211875196567852
0 days 11:28:00	32.0	ash	2023-06-20	1	55555	uid_5	CPU	0 days 13:03:00	0 days	13.05	0.0	11.422790089472226	2.80141714496642
0 days 09:27:00	90.0	ash	2023-05-02	1	55555	uid_5	CPU	3 days 08:19:00	0 days	80.31666666666666	0.0	18.83176089856257	4.779160084114582
0 days 09:07:00	34.0	ash	2023-06-17	1	55555	uid_5	CPU	0 days 23:07:00	0 days	23.116666666666667	0.0	22.475733873309107	1.5127425957101428
0 days 01:38:00	38.0	ash	2023-05-12	0	55555	uid_5	CPU	3 days 04:13:00	0 days	76.21666666666667	0.0	22.67572806995707	1.6758006571063957
0 days 06:12:00	120.0	ash	2023-05-14	0	55555	uid_5	CPU	3 days 00:46:00	0 days	72.76666666666667	0.0	53.014637143584714	2.2635258197654413
0 days 05:59:00	119.0	ash	2023-06-19	1	55555	uid_5	CPU	3 days 08:13:00	0 days	80.21666666666667	0.0	118.87977308590146	1.0010113319615075
0 days 01:47:00	22.0	ash	2023-06-12	1	55555	uid_5	CPU	1 days 12:29:00	0 days	36.483333333333334	0.0	0.9713206768448828	22.64957446541966
0 days 01:40:00	45.0	ash	2023-06-11	0	55555	uid_5	CPU	0 days 13:17:00	0 days	13.283333333333333	0.0	30.19032227513209	1.4905438766073296
0 days 04:53:00	89.0	ash	2023-05-03	1	55555	uid_5	CPU	1 days 21:59:00	0 days	45.983333333333334	0.0	13.552205472653482	6.567196769528765
0 days 10:54:00	26.0	ash	2023-05-12	1	55555	uid_5	CPU	2 days 03:34:00	0 days	51.56666666666667	0.0	21.353485769503987	1.2175997998945887
0 days 08:50:00	26.0	ash	2023-05-06	1	55555	uid_5	CPU	2 days 05:12:00	0 days	53.2	0.0	17.660167745325243	1.472239696414116
0 days 11:34:00	74.0	ash	2023-06-04	1	55555	uid_5	CPU	1 days 06:35:00	0 days	30.583333333333332	0.0	44.00433879331753	1.6816523558635448
0 days 09:37:00	84.0	ash	2023-06-18	0	55555	uid_5	CPU	2 days 23:29:00	0 days	71.48333333333333	0.0	9.894416865030578	8.489636240906492
0 days 08:36:00	22.0	ash	2023-06-30	0	55555	uid_5	CPU	0 days 04:04:00	0 days	4.066666666666666	0.0	4.775493275703045	4.606853937358162
0 days 06:57:00	11.0	ash	2023-06-10	1	55555	uid_5	CPU	1 days 23:26:00	0 days	47.43333333333333	0.0	6.488614233501973	1.695277235500435
0 days 09:06:00	56.0	ash	2023-05-30	1	55555	uid_5	CPU	1 days 05:47:00	0 days	29.783333333333335	0.0	31.849885795803043	1.7582480627726236
0 days 08:03:00	13.0	ash	2023-06-23	0	55555	uid_5	CPU	0 days 20:47:00	0 days	20.783333333333335	0.0	3.3375052626344024	3.8951249442341473
0 days 08:24:00	87.0	ash	2023-05-28	1	55555	uid_5	CPU	0 days 19:17:00	0 days	19.283333333333335	0.0	2.828456527245452	30.75882523275925
0 days 06:24:00	81.0	ash	2023-05-04	1	55555	uid_5	CPU	0 days 01:38:00	0 days	1.6333333333333333	0.0	35.633731744315064	2.273127063457859
0 days 06:53:00	24.0	ash	2023-05-31	1	55555	uid_5	CPU	2 days 07:08:00	0 days	55.13333333333333	0.0	22.361365368652894	1.0732797217134251
0 days 02:07:00	43.0	ash	2023-06-27	1	55555	uid_5	CPU	1 days 06:05:00	0 days	30.083333333333332	0.0	31.178885956478158	1.3791384355432919
0 days 02:22:00	83.0	ash	2023-05-29	1	55555	uid_5	CPU	1 days 03:37:00	0 days	27.616666666666667	0.0	43.95582618929405	1.8882593548023359
0 days 03:59:00	38.0	ash	2023-05-24	1	55555	uid_5	CPU	2 days 12:22:00	0 days	60.36666666666667	0.0	4.0150043883156	9.464497750136207
0 days 03:05:00	72.0	ash	2023-05-20	0	55555	uid_5	CPU	2 days 08:41:00	0 days	56.68333333333333	0.0	21.068084872197602	3.417491453863206
0 days 07:31:00	113.0	ash	2023-05-26	1	55555	uid_5	CPU	1 days 16:02:00	0 days	40.03333333333333	0.0	45.834267663181514	2.46540428725498
0 days 01:44:00	112.0	ash	2023-05-09	1	55555	uid_5	CPU	3 days 02:20:00	0 days	74.33333333333333	0.0	60.92713445137136	1.8382614086239712
0 days 04:28:00	54.0	ash	2023-05-06	1	55555	uid_5	CPU	2 days 04:53:00	0 days	52.88333333333333	0.0	7.509506904487189	7.190884925844218
0 days 02:06:00	9.0	ash	2023-05-06	0	55555	uid_5	CPU	3 days 05:14:00	0 days	77.23333333333333	0.0	3.7247089757517595	2.416296161281574
0 days 09:41:00	126.0	ash	2023-06-07	1	55555	uid_5	CPU	1 days 22:48:00	0 days	46.8	0.0	51.57607248612741	2.442993309230567
0 days 01:25:00	119.0	ash	2023-05-09	1	55555	uid_5	CPU	0 days 17:07:00	0 days	17.116666666666667	0.0	102.73213594169425	1.158352242063171
0 days 09:38:00	85.0	ash	2023-05-15	1	55555	uid_5	CPU	2 days 09:11:00	0 days	57.18333333333333	0.0	62.71761449047339	1.355281138967925
0 days 08:55:00	49.0	ash	2023-06-19	0	55555	uid_5	CPU	0 days 03:02:00	0 days	3.033333333333333	0.0	8.435726961756634	5.808628020103245
0 days 01:51:00	52.0	ash	2023-06-16	0	55555	uid_5	CPU	2 days 04:45:00	0 days	52.75	0.0	5.24109649998291	9.921587973083412
0 days 04:17:00	11.0	ash	2023-06-25	0	55555	uid_5	CPU	1 days 15:09:00	0 days	39.15	0.0	4.410496981678005	2.4940500006452724
0 days 07:40:00	35.0	ash	2023-06-15	1	55555	uid_5	CPU	0 days 07:13:00	0 days	7.216666666666667	0.0	11.241728374138331	3.113400256184603
0 days 04:13:00	11.0	ash	2023-05-24	1	55555	uid_5	CPU	0 days 07:31:00	0 days	7.516666666666667	0.0	8.294326304173858	1.3262077710235005
